n_gt,n_alerts,alert_TP,alert_P,node_cov,F1_alert,best_F1_alert,best_b,first_hit,top1_hit,n_alerted_nodes,covered_gt,node_prec,flat_topk_cov,flat_topk_prec,node_best_f1,F1_alert@1,F1_alert@2,F1_alert@3,F1_alert@5,F1_alert@10,F1_alert@20,group,variant,config,encoding,file,rec_tag,top_k,max_alerts,v4_scale,n_nodes_Gp,n_edges_Gp,runtime_s
35,20,3,0.15,0.4571,0.2259,0.6275,3,1,1,1174,16,0.0136,0.0,0.0,0.0856,0.0556,0.3333,0.6275,0.5189,0.3623,0.2259,A4,v4_drop_log_deg,TeRed+naive,dual_naive,bin.117,atfull,100,20,raw,257690,8992677,log_deg,13.7
35,20,3,0.15,0.4,0.2182,0.5106,2,1,1,895,14,0.0156,0.0,0.0,0.0239,0.4444,0.5106,0.4528,0.3692,0.2526,0.2182,A4,v4_drop_out_in_ratio,TeRed+naive,dual_naive,bin.117,atfull,100,20,raw,257690,8992677,out_in_ratio,13.7
35,20,4,0.2,0.4857,0.2833,0.6538,3,1,1,1176,17,0.0145,0.2857,0.1,0.2133,0.2051,0.5714,0.6538,0.5368,0.3709,0.2833,A4,v4_drop_nbr_type_div,TeRed+naive,dual_naive,bin.117,atfull,100,20,raw,257690,8992677,nbr_type_div,14.4
35,20,3,0.15,0.1714,0.16,0.1644,19,12,0,1416,6,0.0042,0.2857,0.1,0.2807,0.0,0.0,0.0,0.0,0.0,0.16,A4,v4_drop_self_loop,TeRed+naive,dual_naive,bin.117,atfull,100,20,raw,257690,8992677,self_loop,14.4
35,20,5,0.25,0.5429,0.3423,0.6792,4,1,1,1599,19,0.0119,0.2857,0.1,0.2133,0.0556,0.4091,0.5417,0.6261,0.45,0.3423,A1,base,TeRed+RATE,rate,bin.117,atfull,100,20,raw,257690,8992677,13.6
35,20,0,0.0,0.0,0.0,0.0,0,0,0,20,0,0.0,0.2857,0.1,0.2133,0.0,0.0,0.0,0.0,0.0,0.0,A1,no_bfs,TeRed+RATE,rate,bin.117,atfull,100,20,raw,257690,8992677,0.0
35,20,9,0.45,0.5714,0.5035,0.6792,4,1,1,2724,20,0.0073,0.2857,0.1,0.2133,0.3721,0.5417,0.6538,0.6261,0.5854,0.5035,A1,no_rank,TeRed+RATE,rate,bin.117,atfull,100,20,raw,257690,8992677,13.6
35,20,5,0.25,0.5143,0.3364,0.6,2,1,1,2209,18,0.0081,0.2857,0.1,0.2133,0.5714,0.6,0.5217,0.5368,0.3709,0.3364,A1,bfs_q50,TeRed+RATE,rate,bin.117,atfull,100,20,raw,257690,8992677,13.6
35,13,1,0.0769,0.0286,0.0417,0.0465,8,8,0,868,1,0.0012,0.2857,0.1,0.2133,0.0,0.0,0.0,0.0,0.0444,,A1,bfs_q90,TeRed+RATE,rate,bin.117,atfull,100,20,raw,257690,8992677,12.3
35,20,9,0.45,0.5714,0.5035,0.6792,4,1,1,2724,20,0.0073,0.2857,0.1,0.2133,0.3721,0.5417,0.6538,0.6261,0.5854,0.5035,A1,w100,TeRed+RATE,rate,bin.117,atfull,100,20,raw,257690,8992677,13.6
