dataset,config,operator,encoding,semantic,tape_dim,tape_base,share_k,n_templates,train_files,attack_files,gt_nodes,inv_ok,runtime_s,TP,FP,TN,FN,Precision,Recall,F1,FPR,FNR,ROC_AUC,PR_AUC,detector,surv_ta1-cadets-1-e5-official-2.bin.119.gz
e5_cadets,无归约基线,identity,rate,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.119,124,True,108.3,16,3495,258326,19,0.004557106237539163,0.45714285714285713,0.009024252679075015,0.013348814648175661,0.5428571428571428,0.09512496814890435,0.002208774355550821,benign,1.0
e5_cadets,无归约基线,identity,rate,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.119,124,True,108.3,14,36780,225041,21,0.0003804968201337175,0.4,0.0007602704390561786,0.1404776545808014,0.6,0.21778466967890275,0.014382793277714448,graphsage,64,25,20,1.0
e5_cadets,TeRed+naive,tered,dual_naive,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.119,124,True,207.3,12,1524,251388,31,0.0078125,0.27906976744186046,0.015199493350221659,0.006025811349402163,0.7209302325581395,0.1425929379241755,0.005215207087360776,benign,0.7142857142857143
e5_cadets,TeRed+naive,tered,dual_naive,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.119,124,True,207.3,19,70708,182204,24,0.00026863856801504377,0.4418604651162791,0.0005369506853186378,0.2795755045233125,0.5581395348837209,0.2825477673271041,0.0029272872268259376,graphsage,64,25,20,0.7142857142857143
e5_cadets,TeRed+RATE,tered,rate,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.119,124,True,312.3,17,2843,250069,26,0.005944055944055944,0.3953488372093023,0.011712022046159145,0.011241064085531726,0.6046511627906976,0.06727434195330005,0.004625751197528634,benign,0.7142857142857143
e5_cadets,TeRed+RATE,tered,rate,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.119,124,True,312.3,0,336,252576,43,0.0,0.0,0.0,0.0013285253368760675,1.0,0.2763972687990749,0.0003003311852189664,graphsage,64,25,20,0.7142857142857143
e5_cadets,无归约基线,identity,rate,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.118,124,True,103.4,9,3928,261910,18,0.002286004572009144,0.3333333333333333,0.004540867810292634,0.01477591615946554,0.6666666666666666,0.1624676459876845,0.0006977534709435505,benign,1.0
e5_cadets,无归约基线,identity,rate,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.118,124,True,103.4,0,3141,262697,27,0.0,0.0,0.0,0.01181546656234248,1.0,0.20420345111322322,0.00023067046546259174,graphsage,64,25,20,1.0
e5_cadets,TeRed+naive,tered,dual_naive,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.118,124,True,190.2,5,1656,254780,30,0.0030102347983142685,0.14285714285714285,0.00589622641509434,0.00645775164173517,0.8571428571428571,0.18037438469749065,0.0011376046875045509,benign,0.5555555555555556
e5_cadets,TeRed+naive,tered,dual_naive,onehot,8,10000.0,-1,173,"bin.1,bin.2,bin.3,bin.4,bin.5",bin.118,124,True,190.2,2,82871,173565,33,2.4133312417795905e-05,0.05714285714285714,4.8246248854151585e-05,0.3231644542887894,0.9428571428571428,0.6428959161071657,9.510147101900174e-05,graphsage,64,25,20,0.5555555555555556
