dataset,split,gids,operator,encoding,semantic,tape_dim,tape_base,min_support,coverage,seed,n_train,n_val,n_attack,n_templates,dim,runtime_s,TP,FP,TN,FN,Precision,Recall,F1,FPR,FNR,ROC_AUC,PR_AUC,P@10,P@50,P@100,best_F1
streamspot,scenes,"0-9,500-509",tered,dual_naive,onehot,8,10000.0,5,1.0,0,7,3,10,64,24,246.2,82043,23588,1035,6706,0.7766943416231977,0.9244385852234954,0.8441506327811503,0.9579661292287699,0.07556141477650452,0.6433944529369322,0.7626772149805474,0.6,0.8,0.85,0.8781769336189708
