dataset,fig,encoding,file,rec_tag,n_nodes_orig,n_edges_orig,n_nodes_Gp,n_edges_Gp,n_dim,top_k,max_total,max_alerts,v4_scale,runtime_s,n_gt,n_alerts,alert_TP,alert_P,node_cov,F1_alert,best_F1_alert,best_b,node_best_f1,node_auc,F1_alert@1,F1_alert@2,F1_alert@3,F1_alert@5,F1_alert@10,F1_alert@20
e5_cadets,identity,rate,bin.120,atfull,295765,9324081,295765,9324081,28,100,5000,20,raw,52.4,21,20,4,0.2,0.4762,0.2817,0.3846,1,0.1389,0.9124,0.3846,0.3226,0.2778,0.2174,0.2353,0.2817
e5_cadets,tered,rate,bin.120,atfull,295765,9324081,285710,7306969,29,100,5000,20,raw,38.4,27,20,6,0.3,0.7407,0.427,0.65,2,0.1714,0.8917,0.4571,0.65,0.5591,0.437,0.5846,0.427
