dataset,fig,encoding,file,rec_tag,n_nodes_orig,n_edges_orig,n_nodes_Gp,n_edges_Gp,n_dim,top_k,max_total,max_alerts,v4_scale,runtime_s,n_gt,n_alerts,alert_TP,alert_P,node_cov,F1_alert,best_F1_alert,best_b,node_best_f1,node_auc,F1_alert@1,F1_alert@2,F1_alert@3,F1_alert@5,F1_alert@10,F1_alert@20
e5_cadets,identity,rate,bin.119@500000,at500000,18635,476913,18635,476913,28,100,5000,20,raw,7.6,10,10,1,0.1,0.8,0.1778,0.8889,1,0.2857,0.9023,0.8889,0.6154,0.4706,0.32,0.1778,
e5_cadets,tered,rate,bin.119@500000,at500000,18635,476913,16849,255601,29,100,5000,20,raw,5.5,15,20,3,0.15,0.9333,0.2585,0.8889,2,0.1176,0.9239,0.8462,0.8889,0.7273,0.7304,0.4541,0.2585
