n_gt,n_alerts,alert_TP,alert_P,node_cov,F1_alert,best_F1_alert,best_b,first_hit,top1_hit,n_alerted_nodes,covered_gt,node_prec,flat_topk_cov,flat_topk_prec,node_best_f1,F1_alert@1,F1_alert@2,F1_alert@3,F1_alert@5,F1_alert@10,F1_alert@20,group,variant,config,encoding,file,rec_tag,top_k,max_alerts,v4_scale,n_nodes_Gp,n_edges_Gp,runtime_s
41,20,7,0.35,0.4634,0.3988,0.5165,12,1,1,2915,19,0.0065,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.3212,0.507,0.3988,A1,base,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,11.0
41,20,2,0.1,0.2683,0.1457,0.3265,1,1,1,1189,11,0.0093,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.1975,0.1322,0.1457,A1,legacy_agg,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,10.9
41,20,7,0.35,0.4634,0.3988,0.5165,12,1,1,2915,19,0.0065,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.3212,0.507,0.3988,A1,legacy_cmax,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,10.8
41,20,7,0.35,0.4634,0.3988,0.5165,12,1,1,2915,19,0.0065,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.3212,0.507,0.3988,A1,legacy_w1,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,10.9
41,20,0,0.0,0.0,0.0,0.0,0,0,0,20,0,0.0,0.1707,0.07,0.1558,0.0,0.0,0.0,0.0,0.0,0.0,A1,no_bfs,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,0.0
41,20,7,0.35,0.4634,0.3988,0.5165,12,1,1,2915,19,0.0065,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.3212,0.507,0.3988,A1,no_rank,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,10.9
41,20,4,0.2,0.4634,0.2794,0.4537,9,1,1,3280,19,0.0058,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.1975,0.4294,0.2794,A1,bfs_q50,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,10.8
41,11,0,0.0,0.0,0.0,0.0,0,0,0,40,0,0.0,0.1707,0.07,0.1558,0.0,0.0,0.0,0.0,0.0,,A1,bfs_q90,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,9.9
41,20,7,0.35,0.4634,0.3988,0.5165,12,1,1,2915,19,0.0065,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.3212,0.507,0.3988,A1,w050,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,10.9
41,20,7,0.35,0.4634,0.3988,0.5165,12,1,1,2915,19,0.0065,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.3212,0.507,0.3988,A1,w000,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,10.9
41,20,3,0.15,0.2927,0.1983,0.3265,1,1,1,1014,12,0.0118,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.1975,0.1322,0.1983,A3,sort_p95,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,10.9
41,20,5,0.25,0.3415,0.2887,0.3922,2,1,1,3249,14,0.0043,0.0,0.0,0.0345,0.36,0.3922,0.3571,0.303,0.2963,0.2887,A4,v4_drop_log_deg,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,log_deg,10.8
41,20,7,0.35,0.4634,0.3988,0.5165,12,1,1,2915,19,0.0065,0.1707,0.07,0.1558,0.3265,0.2807,0.2462,0.3212,0.507,0.3988,A4,v4_drop_out_in_ratio,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,out_in_ratio,10.8
41,20,6,0.3,0.4634,0.3642,0.6102,5,1,1,2110,19,0.009,0.1951,0.08,0.2308,0.3265,0.4528,0.5091,0.6102,0.4675,0.3642,A4,v4_drop_self_loop,TeRed+RATE*,rate_ratio,bin.116,atfull,100,20,raw,275843,7360340,self_loop,11.0
37,20,6,0.3,0.6216,0.4047,0.649,7,1,1,2394,23,0.0096,0.2703,0.1,0.2025,0.4255,0.4583,0.4112,0.5373,0.6106,0.4047,A1,base,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,10.9
37,20,4,0.2,0.4054,0.2679,0.4583,2,1,1,2144,15,0.007,0.2703,0.1,0.2025,0.4255,0.4583,0.4112,0.3411,0.2391,0.2679,A1,legacy_agg,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,10.7
37,20,6,0.3,0.6216,0.4047,0.649,7,1,1,2394,23,0.0096,0.2703,0.1,0.2025,0.4255,0.4583,0.4112,0.5373,0.6106,0.4047,A1,legacy_cmax,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,10.7
37,20,6,0.3,0.6216,0.4047,0.649,7,1,1,2394,23,0.0096,0.2703,0.1,0.2025,0.4255,0.4583,0.4112,0.5373,0.6106,0.4047,A1,legacy_w1,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,10.7
37,20,0,0.0,0.0,0.0,0.0,0,0,0,20,0,0.0,0.2703,0.1,0.2025,0.0,0.0,0.0,0.0,0.0,0.0,A1,no_bfs,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,0.0
37,20,6,0.3,0.6216,0.4047,0.649,7,1,1,2394,23,0.0096,0.2703,0.1,0.2025,0.4255,0.4583,0.4112,0.5373,0.6106,0.4047,A1,no_rank,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,10.7
37,20,8,0.4,0.7297,0.5167,0.5722,17,1,1,3643,27,0.0074,0.2703,0.1,0.2025,0.3913,0.3273,0.2812,0.2195,0.4932,0.5167,A1,bfs_q50,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,10.8
37,17,1,0.0588,0.027,0.037,0.05,3,3,0,1548,1,0.0006,0.2703,0.1,0.2025,0.0,0.0,0.05,0.0476,0.0426,,A1,bfs_q90,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,9.8
37,20,6,0.3,0.6216,0.4047,0.649,7,1,1,2394,23,0.0096,0.2703,0.1,0.2025,0.4255,0.4583,0.4112,0.5373,0.6106,0.4047,A1,w050,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,10.7
37,20,6,0.3,0.6216,0.4047,0.649,7,1,1,2394,23,0.0096,0.2703,0.1,0.2025,0.4255,0.4583,0.4112,0.5373,0.6106,0.4047,A1,w000,TeRed+RATE*,rate_ratio,bin.117,atfull,100,20,raw,257566,7424813,10.7
