dataset,fig,encoding,file,rec_tag,n_nodes_orig,n_edges_orig,n_nodes_Gp,n_edges_Gp,n_dim,top_k,max_total,max_alerts,v4_scale,runtime_s,n_gt,n_alerts,alert_TP,alert_P,node_cov,F1_alert,best_F1_alert,best_b,node_best_f1,node_auc,F1_alert@1,F1_alert@2,F1_alert@3,F1_alert@5,F1_alert@10,F1_alert@20
e5_cadets,identity,rate_ratio,bin.116,atfull,287061,9333694,287061,9333694,44,100,5000,20,raw,52.6,34,20,5,0.25,0.3235,0.2821,0.3395,14,0.1463,0.8113,0.2564,0.2273,0.2041,0.1695,0.2637,0.2821
e5_cadets,identity,rate_ratio,bin.117,atfull,267500,9393683,267500,9393683,44,100,5000,20,raw,53.1,30,20,8,0.4,0.6,0.48,0.5522,13,0.1667,0.902,0.1818,0.2353,0.2222,0.2,0.525,0.48
e5_cadets,identity,rate_ratio,bin.118,atfull,265865,9399067,265865,9399067,44,100,5000,20,raw,51.5,27,20,9,0.45,0.7407,0.5599,0.6307,14,0.1429,0.9047,0.3636,0.3077,0.3733,0.3146,0.6145,0.5599
e5_cadets,identity,rate_ratio,bin.119@500000,at500000,18635,476913,18635,476913,44,100,5000,20,raw,8.3,10,20,1,0.05,0.8,0.0941,0.8889,1,0.2857,0.9045,0.8889,0.6154,0.4706,0.32,0.1778,0.0941
e5_cadets,identity,rate_ratio,bin.120,atfull,295765,9324081,295765,9324081,44,100,5000,20,raw,53.2,21,20,4,0.2,0.4762,0.2817,0.3846,1,0.1389,0.9144,0.3846,0.3226,0.2778,0.2174,0.2353,0.2817
e5_cadets,identity,rate_ratio,bin.6@400000,at400000,24507,370937,24507,370937,44,100,5000,20,raw,7.3,6,20,3,0.15,0.6667,0.2449,0.7059,4,0.004,0.7906,0.5,0.4,0.5714,0.6316,0.4138,0.2449
e5_cadets,identity,rate_ratio,bin.7@400000,at400000,17797,374995,17797,374995,44,100,5000,20,raw,7.2,8,20,3,0.15,0.75,0.25,0.5455,2,0.006,0.7305,0.4,0.5455,0.48,0.3871,0.4286,0.25
