dataset,fig,encoding,file,rec_tag,n_nodes_orig,n_edges_orig,n_nodes_Gp,n_edges_Gp,n_dim,top_k,max_total,max_alerts,v4_scale,runtime_s,n_gt,n_alerts,alert_TP,alert_P,node_cov,F1_alert,best_F1_alert,best_b,node_best_f1,node_auc,F1_alert@1,F1_alert@2,F1_alert@3,F1_alert@5,F1_alert@10,F1_alert@20
e5_cadets,tered,none,bin.119@500000,at500000,18635,476913,16908,256226,13,100,1000,20,raw,4.8,15,0,0,0.0,0.0,0.0,0.0,0,0.0069,0.6841,,,,,,
e5_cadets,tered,rate,bin.119@500000,at500000,18635,476913,16908,256226,29,100,1000,20,raw,5.6,15,14,3,0.2143,0.9333,0.3485,0.8889,2,0.1176,0.9236,0.8462,0.8889,0.7273,0.7304,0.4541,
