dataset,fig,encoding,file,rec_tag,n_nodes_orig,n_edges_orig,n_nodes_Gp,n_edges_Gp,n_dim,top_k,max_total,max_alerts,v4_scale,runtime_s,n_gt,n_alerts,alert_TP,alert_P,node_cov,F1_alert,best_F1_alert,best_b,node_best_f1,node_auc,F1_alert@1,F1_alert@2,F1_alert@3,F1_alert@5,F1_alert@10,F1_alert@20
e5_cadets,tered,none,bin.7@400000,at400000,17797,374995,16312,325036,13,100,1000,20,raw,5.0,13,0,0,0.0,0.0,0.0,0.0,0,0.0115,0.5053,,,,,,
e5_cadets,tered,rate,bin.7@400000,at400000,17797,374995,16312,325036,29,100,1000,20,raw,5.7,13,20,3,0.15,0.8462,0.2548,0.9167,3,0.1111,0.8227,0.6316,0.8182,0.9167,0.7021,0.443,0.2548
